,SongID,Title,Duration,ArtistID,KeySignature,Tempo,TimeSignature,Loudness,Mode,Artist_Familiarity,Artist_Terms,Danceability,Song_Hotness,Artist_Hotness,Track_ID,Year,clean_term,ArtistLatitude,ArtistLongitude
459,SOGHGOM12A67ADC18F,Roll Back The Clouds,332.69506,AR3U3G01187FB58BA7,9,126.488,4,-15.673,1,0.4139599417431624,25.0,0.0,,0.3165494603255641,TRAIEPK128EF340961,1985,electro,53.7974185,-1.5437941
460,SOGHGOM12A67ADC18F,Roll Back The Clouds,332.69506,AR3U3G01187FB58BA7,9,126.488,4,-15.673,1,0.4139599417431624,25.0,0.0,,0.3165494603255641,TRAIEPK128EF340961,1976,electro,53.7974185,-1.5437941
461,SOEWQBT12AC3DF93A7,The All-Ireland,180.76689,AR3U3G01187FB58BA7,7,130.588,1,-16.183,1,0.4139599417431624,25.0,0.0,,0.3165494603255641,TRAMRXD12903CE8BB1,1985,electro,53.7974185,-1.5437941
462,SOEWQBT12AC3DF93A7,The All-Ireland,180.76689,AR3U3G01187FB58BA7,7,130.588,1,-16.183,1,0.4139599417431624,25.0,0.0,,0.3165494603255641,TRAMRXD12903CE8BB1,1976,electro,53.7974185,-1.5437941
463,SOGUAJP12AC468D88E,Accept Me,168.93342,AR449OQ1187B99B25E,5,81.311,4,-15.321,1,0.41438565329753885,26.0,0.0,,0.2769974849624899,TRBGTAB12903CF8B83,1935,jazz,40.6526006,-73.9497211
464,SOFMNYQ12AC468D899,"Why Can't We Really Be Free""""",185.20771,AR449OQ1187B99B25E,8,89.848,1,-15.605,1,0.41438565329753885,26.0,0.0,,0.2769974849624899,TRAEYXM12903CF8B86,1935,jazz,40.6526006,-73.9497211
465,SOJQBVB12A8C142CCE,Coma,236.64281,AR6F6I21187FB5A3AA,8,86.918,4,-8.025,1,0.8345385855902719,17.0,0.0,0.6310080588180911,0.4773108810670025,TRBGTPK128F429E5D5,1998,rap,40.8262101,-73.502068
466,SOPOPBY12AB017CA06,N.Y. Electric / Hunter Interlude,310.80444,AR6F6I21187FB5A3AA,6,87.618,4,-10.311,1,0.8345385855902719,17.0,0.0,0.4830645596002331,0.4773108810670025,TRBEQZJ128F9300B50,1998,rap,40.8262101,-73.502068
467,SOEDCOB12A8C142CBA,Flashflood,234.52689,AR6F6I21187FB5A3AA,4,167.909,4,-6.022,1,0.8345385855902719,17.0,0.0,0.6382979064233827,0.4773108810670025,TRABYVN128F429E5CF,1998,rap,40.8262101,-73.502068
468,SOWPPKS12AB018E2F5,Train Buffer,243.56526,AR6F6I21187FB5A3AA,7,102.429,4,-5.683,1,0.8345385855902719,17.0,0.0,,0.4773108810670025,TRATZPD12903CC99FB,1998,rap,40.8262101,-73.502068
469,SOUBCNK12AB017CA1C,Limelighters (feat. Camp Lo) / Flunkadelic Interlude,273.60608,AR6F6I21187FB5A3AA,10,57.332,1,-8.011,0,0.8345385855902719,17.0,0.0,0.5778887778428028,0.4773108810670025,TRAKPJU128F9300B55,1998,rap,40.8262101,-73.502068
470,SOSYUFL12AB017D815,No City - Instrumental,272.87465,AR6F6I21187FB5A3AA,0,148.017,4,-11.531,0,0.8345385855902719,17.0,0.0,0.30416950343527516,0.4773108810670025,TRAWOCK128F9300BC3,1998,rap,40.8262101,-73.502068
471,SOTMVUQ12A6BD53721,Nothing To Hold Me,201.16853,AR2HXXS1187B9AF3E2,2,66.246,3,-13.419,1,0.592472072955975,33.0,0.0,0.45694954353714434,0.42062740133562165,TRBGTZD128EF34B6C3,2001,rock,51.346715,-2.2504329
472,SOTMVUQ12A6BD53721,Nothing To Hold Me,201.16853,AR2HXXS1187B9AF3E2,2,66.246,3,-13.419,1,0.592472072955975,33.0,0.0,0.45694954353714434,0.42062740133562165,TRBGTZD128EF34B6C3,2008,rock,51.346715,-2.2504329
473,SOJLZWC12A6701EB67,Yellow Brown,203.65016,AR2HXXS1187B9AF3E2,0,195.824,4,-14.897,0,0.592472072955975,33.0,0.0,0.42409081096743817,0.42062740133562165,TRBHGUK128E078E031,2001,rock,51.346715,-2.2504329
474,SOJLZWC12A6701EB67,Yellow Brown,203.65016,AR2HXXS1187B9AF3E2,0,195.824,4,-14.897,0,0.592472072955975,33.0,0.0,0.42409081096743817,0.42062740133562165,TRBHGUK128E078E031,2008,rock,51.346715,-2.2504329
475,SOXWACL12A6D4F414B,All The Answers,227.73506,AR2HXXS1187B9AF3E2,4,110.47,4,-5.844,0,0.592472072955975,33.0,0.0,0.3943948561005826,0.42062740133562165,TRAWZYH128F422FE57,2001,rock,51.346715,-2.2504329
476,SOXWACL12A6D4F414B,All The Answers,227.73506,AR2HXXS1187B9AF3E2,4,110.47,4,-5.844,0,0.592472072955975,33.0,0.0,0.3943948561005826,0.42062740133562165,TRAWZYH128F422FE57,2008,rock,51.346715,-2.2504329
477,SOIJWMK12AC9073334,Real_ Real_ Real (BBC In Concert),192.62649,AR2HXXS1187B9AF3E2,7,114.995,4,-9.728,1,0.592472072955975,33.0,0.0,,0.42062740133562165,TRANXOS12903CFAC35,2001,rock,51.346715,-2.2504329
478,SOIJWMK12AC9073334,Real_ Real_ Real (BBC In Concert),192.62649,AR2HXXS1187B9AF3E2,7,114.995,4,-9.728,1,0.592472072955975,33.0,0.0,,0.42062740133562165,TRANXOS12903CFAC35,2008,rock,51.346715,-2.2504329
479,SOEDKVK12AC468B6B5,Move Mountains (BBC In Concert),269.29587,AR2HXXS1187B9AF3E2,2,119.729,4,-10.248,1,0.592472072955975,33.0,0.0,,0.42062740133562165,TRAZPMW12903CFAC16,2001,rock,51.346715,-2.2504329
480,SOEDKVK12AC468B6B5,Move Mountains (BBC In Concert),269.29587,AR2HXXS1187B9AF3E2,2,119.729,4,-10.248,1,0.592472072955975,33.0,0.0,,0.42062740133562165,TRAZPMW12903CFAC16,2008,rock,51.346715,-2.2504329
481,SOILFHA12AB018A080,Kaliforn-Eye-A (Feat. Mike Muir),267.80689,AR65OLD1187FB5C103,5,96.98,4,-4.96,1,0.8598733119890262,24.0,0.0,0.6040940827164238,0.5330853751571502,TRBGCSM12903C9D9CD,1974,rock,32.7174202,-117.1627728
487,SOVSBWN12A813557F9,Eyes Of A Stranger (Album Version),255.73832,AR65OLD1187FB5C103,5,143.881,4,-6.137,0,0.8598733119890262,24.0,0.0,0.5287824809425877,0.5330853751571502,TRBEERY128F4231A2E,1974,rock,32.7174202,-117.1627728
493,SOJRUHL12A813557F6,Ya Mama (Palm Springs Demo),188.94322,AR65OLD1187FB5C103,1,125.528,5,-5.322,1,0.8598733119890262,24.0,0.0,0.5135170285371385,0.5330853751571502,TRAJUPF128F4231A2C,1974,rock,32.7174202,-117.1627728
499,SODMJKG12A670202EB,Find My Way (Album Version),189.54404,AR65OLD1187FB5C103,7,162.019,4,-3.753,0,0.8598733119890262,24.0,0.0,0.6225963518368922,0.5330853751571502,TRAVOVP128E078512B,1974,rock,32.7174202,-117.1627728
505,SOJQZKY12AB018BEEF,Roman Empire,159.76444,AR65OLD1187FB5C103,2,128.961,3,-10.012,0,0.8598733119890262,24.0,0.0,0.596300263968127,0.5330853751571502,TRAHUZS12903C9D9DD,1974,rock,32.7174202,-117.1627728
511,SOBZIBE12A58A7FF40,Wildfire (Album Version),195.81342,AR65OLD1187FB5C103,2,146.063,4,-4.436,0,0.8598733119890262,24.0,0.0,0.6120549539686252,0.5330853751571502,TRAZSVJ128E0785129,1974,rock,32.7174202,-117.1627728
517,SOWQYXA12AB01816D6,It Only Takes A Moment (Album Version),176.16934,ARODP5P1187FB40142,10,125.303,4,-14.714,0,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRBGKJP128F9342D57,1990,rock,34.0536909,-118.242766
518,SOWQYXA12AB01816D6,It Only Takes A Moment (Album Version),176.16934,ARODP5P1187FB40142,10,125.303,4,-14.714,0,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRBGKJP128F9342D57,1967,rock,34.0536909,-118.242766
519,SOWQYXA12AB01816D6,It Only Takes A Moment (Album Version),176.16934,ARODP5P1187FB40142,10,125.303,4,-14.714,0,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRBGKJP128F9342D57,1980,rock,34.0536909,-118.242766
521,SOLLRRJ12AB01889BF,Green Fields  (Album Version),152.99873,ARODP5P1187FB40142,0,126.029,1,-15.71,0,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRAIBJP128F932B2FF,1990,jazz,34.0536909,-118.242766
522,SOLLRRJ12AB01889BF,Green Fields  (Album Version),152.99873,ARODP5P1187FB40142,0,126.029,1,-15.71,0,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRAIBJP128F932B2FF,1967,jazz,34.0536909,-118.242766
523,SOLLRRJ12AB01889BF,Green Fields  (Album Version),152.99873,ARODP5P1187FB40142,0,126.029,1,-15.71,0,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRAIBJP128F932B2FF,1980,jazz,34.0536909,-118.242766
525,SOYNESO12AB018782B,The Trolley Song (Live Album Version),225.17506,ARODP5P1187FB40142,0,165.263,4,-16.05,1,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRACLUV128F9342D02,1990,jazz,34.0536909,-118.242766
526,SOYNESO12AB018782B,The Trolley Song (Live Album Version),225.17506,ARODP5P1187FB40142,0,165.263,4,-16.05,1,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRACLUV128F9342D02,1967,jazz,34.0536909,-118.242766
527,SOYNESO12AB018782B,The Trolley Song (Live Album Version),225.17506,ARODP5P1187FB40142,0,165.263,4,-16.05,1,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRACLUV128F9342D02,1980,jazz,34.0536909,-118.242766
529,SOBCQXN12AB01889DB,Barsanova Brown (Album Version),129.12281,ARODP5P1187FB40142,5,124.726,5,-13.259,0,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRAYRWL128F932B305,1990,jazz,34.0536909,-118.242766
530,SOBCQXN12AB01889DB,Barsanova Brown (Album Version),129.12281,ARODP5P1187FB40142,5,124.726,5,-13.259,0,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRAYRWL128F932B305,1967,jazz,34.0536909,-118.242766
531,SOBCQXN12AB01889DB,Barsanova Brown (Album Version),129.12281,ARODP5P1187FB40142,5,124.726,5,-13.259,0,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRAYRWL128F932B305,1980,jazz,34.0536909,-118.242766
533,SOOYAUK12AB01889B8,Teach Me Tonight (Album Version),182.49098,ARODP5P1187FB40142,3,98.501,1,-16.077,1,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRAWAHX128F932B2FD,1990,jazz,34.0536909,-118.242766
534,SOOYAUK12AB01889B8,Teach Me Tonight (Album Version),182.49098,ARODP5P1187FB40142,3,98.501,1,-16.077,1,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRAWAHX128F932B2FD,1967,jazz,34.0536909,-118.242766
535,SOOYAUK12AB01889B8,Teach Me Tonight (Album Version),182.49098,ARODP5P1187FB40142,3,98.501,1,-16.077,1,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRAWAHX128F932B2FD,1980,jazz,34.0536909,-118.242766
537,SOBBJRO12AB01892B8,Blue Satin (Album Version),123.66322,ARODP5P1187FB40142,2,107.023,4,-26.062,0,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRAXXTG128F932B324,1990,jazz,34.0536909,-118.242766
538,SOBBJRO12AB01892B8,Blue Satin (Album Version),123.66322,ARODP5P1187FB40142,2,107.023,4,-26.062,0,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRAXXTG128F932B324,1967,jazz,34.0536909,-118.242766
539,SOBBJRO12AB01892B8,Blue Satin (Album Version),123.66322,ARODP5P1187FB40142,2,107.023,4,-26.062,0,0.3591299659014567,48.0,0.0,,0.2741977710890841,TRAXXTG128F932B324,1980,jazz,34.0536909,-118.242766
541,SOTTIHN12A8C1306A2,Meteores mouvement de Chroniques de la lumier,391.49669,ARQKBSH1187B9B4B99,7,65.097,5,-17.91,0,0.44437243088957856,28.0,0.0,0.0,0.29533281954469626,TRBGKEY128F424AB37,1979,metal,48.8588897,2.3200410217200766
542,SOTTIHN12A8C1306A2,Meteores mouvement de Chroniques de la lumier,391.49669,ARQKBSH1187B9B4B99,7,65.097,5,-17.91,0,0.44437243088957856,28.0,0.0,0.0,0.29533281954469626,TRBGKEY128F424AB37,1999,metal,48.8588897,2.3200410217200766
543,SOMYRRN12A3F1EA18C,Chiaroscuro,540.49914,ARQKBSH1187B9B4B99,1,154.045,3,-18.464,1,0.09070254987391,28.0,0.0,0.21204540548371908,0.29533281954469626,TRAPHQB128F424AB35,1979,metal,48.8588897,2.3200410217200766
544,SOMYRRN12A3F1EA18C,Chiaroscuro,540.49914,ARQKBSH1187B9B4B99,1,154.045,3,-18.464,1,0.09070254987391,28.0,0.0,0.21204540548371908,0.29533281954469626,TRAPHQB128F424AB35,1999,metal,48.8588897,2.3200410217200766
545,SOANBYB12A58A7F0C5,Arrete! Arrete! Elle me tue,445.30893,ARQKBSH1187B9B4B99,11,88.446,3,-19.36,1,0.44437243088957856,28.0,0.0,,0.29533281954469626,TRAYCJB128F424AB43,1979,metal,48.8588897,2.3200410217200766
546,SOANBYB12A58A7F0C5,Arrete! Arrete! Elle me tue,445.30893,ARQKBSH1187B9B4B99,11,88.446,3,-19.36,1,0.44437243088957856,28.0,0.0,,0.29533281954469626,TRAYCJB128F424AB43,1999,metal,48.8588897,2.3200410217200766
547,SOMMHHW12A6D4F9932,The Daddy,277.75955,AROIHOI122988FEB8E,2,116.052,3,-12.617,0,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRBGKLU128F14901F6,1974,soundtrack,51.5073219,-0.1276474
549,SOMMHHW12A6D4F9932,The Daddy,277.75955,AROIHOI122988FEB8E,2,116.052,3,-12.617,0,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRBGKLU128F14901F6,1991,soundtrack,51.5073219,-0.1276474
551,SOMMHHW12A6D4F9932,The Daddy,277.75955,AROIHOI122988FEB8E,2,116.052,3,-12.617,0,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRBGKLU128F14901F6,1997,soundtrack,51.5073219,-0.1276474
552,SOMMHHW12A6D4F9932,The Daddy,277.75955,AROIHOI122988FEB8E,2,116.052,3,-12.617,0,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRBGKLU128F14901F6,1967,soundtrack,51.5073219,-0.1276474
555,SOLINYF12A8C141852,Fast Eddie,136.46322,AROIHOI122988FEB8E,10,121.797,5,-12.657,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRBGYGQ128F428B0B0,1974,soundtrack,51.5073219,-0.1276474
557,SOLINYF12A8C141852,Fast Eddie,136.46322,AROIHOI122988FEB8E,10,121.797,5,-12.657,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRBGYGQ128F428B0B0,1991,soundtrack,51.5073219,-0.1276474
559,SOLINYF12A8C141852,Fast Eddie,136.46322,AROIHOI122988FEB8E,10,121.797,5,-12.657,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRBGYGQ128F428B0B0,1997,soundtrack,51.5073219,-0.1276474
560,SOLINYF12A8C141852,Fast Eddie,136.46322,AROIHOI122988FEB8E,10,121.797,5,-12.657,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRBGYGQ128F428B0B0,1967,soundtrack,51.5073219,-0.1276474
563,SOJARSR12AB0184939,Munster Song (Best of 2009),187.14077,AROIHOI122988FEB8E,7,90.05,4,-8.065,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRBIJIP128F9334953,1974,soundtrack,51.5073219,-0.1276474
565,SOJARSR12AB0184939,Munster Song (Best of 2009),187.14077,AROIHOI122988FEB8E,7,90.05,4,-8.065,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRBIJIP128F9334953,1991,soundtrack,51.5073219,-0.1276474
567,SOJARSR12AB0184939,Munster Song (Best of 2009),187.14077,AROIHOI122988FEB8E,7,90.05,4,-8.065,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRBIJIP128F9334953,1997,soundtrack,51.5073219,-0.1276474
568,SOJARSR12AB0184939,Munster Song (Best of 2009),187.14077,AROIHOI122988FEB8E,7,90.05,4,-8.065,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRBIJIP128F9334953,1967,soundtrack,51.5073219,-0.1276474
571,SOJGVAK12A8AE46A93,Radio Roy II,339.33016,AROIHOI122988FEB8E,7,84.769,5,-7.018,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAJCVY128F425EE35,1974,soundtrack,51.5073219,-0.1276474
573,SOJGVAK12A8AE46A93,Radio Roy II,339.33016,AROIHOI122988FEB8E,7,84.769,5,-7.018,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAJCVY128F425EE35,1991,soundtrack,51.5073219,-0.1276474
575,SOJGVAK12A8AE46A93,Radio Roy II,339.33016,AROIHOI122988FEB8E,7,84.769,5,-7.018,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAJCVY128F425EE35,1997,soundtrack,51.5073219,-0.1276474
576,SOJGVAK12A8AE46A93,Radio Roy II,339.33016,AROIHOI122988FEB8E,7,84.769,5,-7.018,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAJCVY128F425EE35,1967,soundtrack,51.5073219,-0.1276474
579,SOIVGSZ12AB017F898,"Bertie's Pets (Bonus Material)""""",250.30485,AROIHOI122988FEB8E,5,49.171,4,-29.521,0,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRADMII128F9334AA0,1974,soundtrack,51.5073219,-0.1276474
581,SOIVGSZ12AB017F898,"Bertie's Pets (Bonus Material)""""",250.30485,AROIHOI122988FEB8E,5,49.171,4,-29.521,0,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRADMII128F9334AA0,1991,soundtrack,51.5073219,-0.1276474
583,SOIVGSZ12AB017F898,"Bertie's Pets (Bonus Material)""""",250.30485,AROIHOI122988FEB8E,5,49.171,4,-29.521,0,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRADMII128F9334AA0,1997,soundtrack,51.5073219,-0.1276474
584,SOIVGSZ12AB017F898,"Bertie's Pets (Bonus Material)""""",250.30485,AROIHOI122988FEB8E,5,49.171,4,-29.521,0,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRADMII128F9334AA0,1967,soundtrack,51.5073219,-0.1276474
587,SOJYIEV12A8C130AAB,Radio Jay,361.82159,AROIHOI122988FEB8E,9,100.091,3,-7.839,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAUKLS128F4261B3C,1974,soundtrack,51.5073219,-0.1276474
589,SOJYIEV12A8C130AAB,Radio Jay,361.82159,AROIHOI122988FEB8E,9,100.091,3,-7.839,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAUKLS128F4261B3C,1991,soundtrack,51.5073219,-0.1276474
591,SOJYIEV12A8C130AAB,Radio Jay,361.82159,AROIHOI122988FEB8E,9,100.091,3,-7.839,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAUKLS128F4261B3C,1997,soundtrack,51.5073219,-0.1276474
592,SOJYIEV12A8C130AAB,Radio Jay,361.82159,AROIHOI122988FEB8E,9,100.091,3,-7.839,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAUKLS128F4261B3C,1967,soundtrack,51.5073219,-0.1276474
595,SONGBCL12A8C1410C2,Paint Ball,199.57506,AROIHOI122988FEB8E,0,84.871,3,-11.924,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAIAID128F4298FF9,1974,soundtrack,51.5073219,-0.1276474
597,SONGBCL12A8C1410C2,Paint Ball,199.57506,AROIHOI122988FEB8E,0,84.871,3,-11.924,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAIAID128F4298FF9,1991,soundtrack,51.5073219,-0.1276474
599,SONGBCL12A8C1410C2,Paint Ball,199.57506,AROIHOI122988FEB8E,0,84.871,3,-11.924,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAIAID128F4298FF9,1997,soundtrack,51.5073219,-0.1276474
600,SONGBCL12A8C1410C2,Paint Ball,199.57506,AROIHOI122988FEB8E,0,84.871,3,-11.924,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAIAID128F4298FF9,1967,soundtrack,51.5073219,-0.1276474
603,SODKPPT12A8AE46A99,De Tree Little Pigs,319.63383,AROIHOI122988FEB8E,10,79.09,3,-5.849,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRACMYR128F425EE37,1974,soundtrack,51.5073219,-0.1276474
605,SODKPPT12A8AE46A99,De Tree Little Pigs,319.63383,AROIHOI122988FEB8E,10,79.09,3,-5.849,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRACMYR128F425EE37,1991,soundtrack,51.5073219,-0.1276474
607,SODKPPT12A8AE46A99,De Tree Little Pigs,319.63383,AROIHOI122988FEB8E,10,79.09,3,-5.849,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRACMYR128F425EE37,1997,soundtrack,51.5073219,-0.1276474
608,SODKPPT12A8AE46A99,De Tree Little Pigs,319.63383,AROIHOI122988FEB8E,10,79.09,3,-5.849,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRACMYR128F425EE37,1967,soundtrack,51.5073219,-0.1276474
611,SOJONVF12AB01866C3,The Best Of Radio Roy 1 (Best of 2009),195.70893,AROIHOI122988FEB8E,1,81.65,5,-9.279,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAKYXV128F933494F,1974,soundtrack,51.5073219,-0.1276474
613,SOJONVF12AB01866C3,The Best Of Radio Roy 1 (Best of 2009),195.70893,AROIHOI122988FEB8E,1,81.65,5,-9.279,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAKYXV128F933494F,1991,soundtrack,51.5073219,-0.1276474
615,SOJONVF12AB01866C3,The Best Of Radio Roy 1 (Best of 2009),195.70893,AROIHOI122988FEB8E,1,81.65,5,-9.279,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAKYXV128F933494F,1997,soundtrack,51.5073219,-0.1276474
616,SOJONVF12AB01866C3,The Best Of Radio Roy 1 (Best of 2009),195.70893,AROIHOI122988FEB8E,1,81.65,5,-9.279,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAKYXV128F933494F,1967,soundtrack,51.5073219,-0.1276474
619,SOBUAFP12A6D4F9934,Smoke,44.19873,AROIHOI122988FEB8E,0,79.05,7,-17.472,1,0.3345427836570606,6.0,0.0,0.0,0.04903438084848781,TRAEXNK128F14901F8,1974,soundtrack,51.5073219,-0.1276474
621,SOBUAFP12A6D4F9934,Smoke,44.19873,AROIHOI122988FEB8E,0,79.05,7,-17.472,1,0.3345427836570606,6.0,0.0,0.0,0.04903438084848781,TRAEXNK128F14901F8,1991,soundtrack,51.5073219,-0.1276474
623,SOBUAFP12A6D4F9934,Smoke,44.19873,AROIHOI122988FEB8E,0,79.05,7,-17.472,1,0.3345427836570606,6.0,0.0,0.0,0.04903438084848781,TRAEXNK128F14901F8,1997,soundtrack,51.5073219,-0.1276474
624,SOBUAFP12A6D4F9934,Smoke,44.19873,AROIHOI122988FEB8E,0,79.05,7,-17.472,1,0.3345427836570606,6.0,0.0,0.0,0.04903438084848781,TRAEXNK128F14901F8,1967,soundtrack,51.5073219,-0.1276474
627,SOMXQEF12AB0181AF0,"Obama's Election (Best of 2009)""""",216.13669,AROIHOI122988FEB8E,1,211.688,1,-8.767,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRANVVC128F9334A74,1974,soundtrack,51.5073219,-0.1276474
629,SOMXQEF12AB0181AF0,"Obama's Election (Best of 2009)""""",216.13669,AROIHOI122988FEB8E,1,211.688,1,-8.767,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRANVVC128F9334A74,1991,soundtrack,51.5073219,-0.1276474
631,SOMXQEF12AB0181AF0,"Obama's Election (Best of 2009)""""",216.13669,AROIHOI122988FEB8E,1,211.688,1,-8.767,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRANVVC128F9334A74,1997,soundtrack,51.5073219,-0.1276474
632,SOMXQEF12AB0181AF0,"Obama's Election (Best of 2009)""""",216.13669,AROIHOI122988FEB8E,1,211.688,1,-8.767,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRANVVC128F9334A74,1967,soundtrack,51.5073219,-0.1276474
635,SOBHBII12A6D4F9FFA,HUM,29.49179,AROIHOI122988FEB8E,0,126.476,5,-11.043,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRANQZI128F14901EE,1974,soundtrack,51.5073219,-0.1276474
637,SOBHBII12A6D4F9FFA,HUM,29.49179,AROIHOI122988FEB8E,0,126.476,5,-11.043,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRANQZI128F14901EE,1991,soundtrack,51.5073219,-0.1276474
639,SOBHBII12A6D4F9FFA,HUM,29.49179,AROIHOI122988FEB8E,0,126.476,5,-11.043,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRANQZI128F14901EE,1997,soundtrack,51.5073219,-0.1276474
640,SOBHBII12A6D4F9FFA,HUM,29.49179,AROIHOI122988FEB8E,0,126.476,5,-11.043,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRANQZI128F14901EE,1967,soundtrack,51.5073219,-0.1276474
643,SONZCGY12A8C1403C1,Mercedes Benz,55.66649,AROIHOI122988FEB8E,5,181.731,5,-5.396,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAZQQV128F428BAB5,1974,soundtrack,51.5073219,-0.1276474
645,SONZCGY12A8C1403C1,Mercedes Benz,55.66649,AROIHOI122988FEB8E,5,181.731,5,-5.396,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAZQQV128F428BAB5,1991,soundtrack,51.5073219,-0.1276474
647,SONZCGY12A8C1403C1,Mercedes Benz,55.66649,AROIHOI122988FEB8E,5,181.731,5,-5.396,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAZQQV128F428BAB5,1997,soundtrack,51.5073219,-0.1276474
648,SONZCGY12A8C1403C1,Mercedes Benz,55.66649,AROIHOI122988FEB8E,5,181.731,5,-5.396,1,0.3345427836570606,6.0,0.0,,0.04903438084848781,TRAZQQV128F428BAB5,1967,soundtrack,51.5073219,-0.1276474
651,SOQIURR12AB018E8B1,Nostalgia,194.24608,ARYAOUL12454A3789B,0,140.354,3,-14.079,0,0.3162516066928359,2.0,0.0,,0.2694100431509315,TRBGRLS12903CD13B4,1991,Latin,43.4620412,-3.8099719
652,SOFMHGN12A8C136BCB,Dance Of Romance,215.64036,ARVVLMQ11F4C8456E4,2,110.462,4,-7.742,1,0.5891907252881577,45.0,0.0,0.2623089972119452,0.4394389955271936,TRBGRAL128F42480F9,1985,rock,34.0536909,-118.242766
653,SOFMHGN12A8C136BCB,Dance Of Romance,215.64036,ARVVLMQ11F4C8456E4,2,110.462,4,-7.742,1,0.5891907252881577,45.0,0.0,0.2623089972119452,0.4394389955271936,TRBGRAL128F42480F9,1955,rock,34.0536909,-118.242766
654,SORPCNQ12A8C136BB9,Seven Days Of Heaven,285.51791,ARVVLMQ11F4C8456E4,7,142.432,4,-5.227,1,0.5891907252881577,45.0,0.0,0.33023468276864437,0.4394389955271936,TRAGOVH128F42480F5,1985,rock,34.0536909,-118.242766
655,SORPCNQ12A8C136BB9,Seven Days Of Heaven,285.51791,ARVVLMQ11F4C8456E4,7,142.432,4,-5.227,1,0.5891907252881577,45.0,0.0,0.33023468276864437,0.4394389955271936,TRAGOVH128F42480F5,1955,rock,34.0536909,-118.242766
